time,open,high,low,close,volume
2024-01-01T00:00:00Z,150.02816,150.06010,149.97845,150.02816,267
2024-01-01T01:00:00Z,150.02816,150.05867,149.87998,149.97945,128
2024-01-01T02:00:00Z,149.97945,150.06019,149.87013,150.02162,354
2024-01-01T03:00:00Z,150.02162,150.19322,149.93291,150.09977,299
2024-01-01T04:00:00Z,150.09977,150.20245,150.05943,150.12350,444
2024-01-01T05:00:00Z,150.12350,150.30465,150.04696,150.18671,140
2024-01-01T06:00:00Z,150.18671,150.27478,150.11167,150.24671,224
2024-01-01T07:00:00Z,150.24671,150.32856,150.21404,150.29923,430
2024-01-01T08:00:00Z,150.29923,150.50541,150.18713,150.40557,185
2024-01-01T09:00:00Z,150.40557,150.55046,150.30787,150.44659,386
2024-01-01T10:00:00Z,150.44659,150.58018,150.40491,150.55242,473
2024-01-01T11:00:00Z,150.55242,150.59859,150.38664,150.48995,349
2024-01-01T12:00:00Z,150.48995,150.54422,150.35379,150.42802,396
2024-01-01T13:00:00Z,150.42802,150.49846,150.37210,150.41236,121
2024-01-01T14:00:00Z,150.41236,150.64725,150.32008,150.55593,203
2024-01-01T15:00:00Z,150.55593,150.73496,150.50380,150.61688,150
2024-01-01T16:00:00Z,150.61688,150.65657,150.56424,150.60535,284
2024-01-01T17:00:00Z,150.60535,150.75576,150.55283,150.70081,207
2024-01-01T18:00:00Z,150.70081,150.99284,150.64855,150.88687,159
2024-01-01T19:00:00Z,150.88687,151.07663,150.77336,151.01760,491
2024-01-01T20:00:00Z,151.01760,151.16627,150.96756,151.06948,249
2024-01-01T21:00:00Z,151.06948,151.17501,150.99191,151.07378,256
2024-01-01T22:00:00Z,151.07378,151.18746,151.02532,151.11801,289
2024-01-01T23:00:00Z,151.11801,151.19564,150.99732,151.04694,226
2024-01-02T00:00:00Z,151.04694,151.22217,150.93216,151.10875,195
2024-01-02T01:00:00Z,151.10875,151.25054,151.04372,151.16607,382
2024-01-02T02:00:00Z,151.16607,151.33796,151.04768,151.30634,224
2024-01-02T03:00:00Z,151.30634,151.38132,151.19817,151.29970,177
2024-01-02T04:00:00Z,151.29970,151.38380,151.18418,151.28317,226
2024-01-02T05:00:00Z,151.28317,151.31415,151.15791,151.25355,384
2024-01-02T06:00:00Z,151.25355,151.41319,151.16521,151.30792,491
2024-01-02T07:00:00Z,151.30792,151.54141,151.21852,151.49530,367
2024-01-02T08:00:00Z,151.49530,151.56650,151.45070,151.49998,254
2024-01-02T09:00:00Z,151.49998,151.57269,151.40999,151.48584,200
2024-01-02T10:00:00Z,151.48584,151.63180,151.37531,151.53286,105
2024-01-02T11:00:00Z,151.53286,151.62888,151.42843,151.54255,183
2024-01-02T12:00:00Z,151.54255,151.60201,151.35501,151.42067,127
2024-01-02T13:00:00Z,151.42067,151.64478,151.37176,151.53173,271
2024-01-02T14:00:00Z,151.53173,151.63139,151.37823,151.40461,394
2024-01-02T15:00:00Z,151.40461,151.43203,151.27361,151.31026,188
2024-01-02T16:00:00Z,151.31026,151.35896,151.21209,151.25309,163
2024-01-02T17:00:00Z,151.25309,151.47184,151.18521,151.35678,480
2024-01-02T18:00:00Z,151.35678,151.44601,151.23906,151.35866,205
2024-01-02T19:00:00Z,151.35866,151.61260,151.32508,151.56667,143
2024-01-02T20:00:00Z,151.56667,151.66005,151.48269,151.59925,114
2024-01-02T21:00:00Z,151.59925,151.67930,151.47255,151.57234,138
2024-01-02T22:00:00Z,151.57234,151.64146,151.50627,151.61145,366
2024-01-02T23:00:00Z,151.61145,151.71834,151.56890,151.63144,295
2024-01-03T00:00:00Z,151.63144,151.71667,151.55552,151.67556,127
2024-01-03T01:00:00Z,151.67556,151.83124,151.59856,151.79110,405
2024-01-03T02:00:00Z,151.79110,151.85418,151.67435,151.76344,427
