time,open,high,low,close,volume
2024-01-01T00:00:00Z,1.10267,1.10459,1.10224,1.10267,413
2024-01-01T01:00:00Z,1.10267,1.10566,1.10126,1.10500,483
2024-01-01T02:00:00Z,1.10500,1.10898,1.10425,1.10802,171
2024-01-01T03:00:00Z,1.10802,1.10900,1.10709,1.10791,346
2024-01-01T04:00:00Z,1.10791,1.10895,1.10618,1.10706,117
2024-01-01T05:00:00Z,1.10706,1.10984,1.10592,1.10831,187
2024-01-01T06:00:00Z,1.10831,1.11002,1.10768,1.10881,143
2024-01-01T07:00:00Z,1.10881,1.11064,1.10653,1.10759,391
2024-01-01T08:00:00Z,1.10759,1.11113,1.10606,1.11064,356
2024-01-01T09:00:00Z,1.11064,1.11187,1.10860,1.10946,436
2024-01-01T10:00:00Z,1.10946,1.11104,1.10807,1.11041,466
2024-01-01T11:00:00Z,1.11041,1.11219,1.10785,1.10885,184
2024-01-01T12:00:00Z,1.10885,1.11063,1.10752,1.10867,346
2024-01-01T13:00:00Z,1.10867,1.11109,1.10748,1.10984,319
2024-01-01T14:00:00Z,1.10984,1.11249,1.10908,1.11130,449
2024-01-01T15:00:00Z,1.11130,1.11301,1.11084,1.11171,394
2024-01-01T16:00:00Z,1.11171,1.11320,1.10727,1.10882,155
2024-01-01T17:00:00Z,1.10882,1.11030,1.10712,1.10929,369
2024-01-01T18:00:00Z,1.10929,1.11253,1.10815,1.11071,442
2024-01-01T19:00:00Z,1.11071,1.11210,1.10956,1.11168,425
2024-01-01T20:00:00Z,1.11168,1.11415,1.11119,1.11227,225
2024-01-01T21:00:00Z,1.11227,1.11357,1.11169,1.11287,279
2024-01-01T22:00:00Z,1.11287,1.11460,1.11029,1.11186,180
2024-01-01T23:00:00Z,1.11186,1.11546,1.10997,1.11495,292
2024-01-02T00:00:00Z,1.11495,1.11555,1.11360,1.11477,242
2024-01-02T01:00:00Z,1.11477,1.11700,1.11307,1.11541,463
2024-01-02T02:00:00Z,1.11541,1.11843,1.11474,1.11702,317
2024-01-02T03:00:00Z,1.11702,1.12053,1.11606,1.11974,179
2024-01-02T04:00:00Z,1.11974,1.12041,1.11877,1.11999,264
2024-01-02T05:00:00Z,1.11999,1.12276,1.11870,1.12208,129
2024-01-02T06:00:00Z,1.12208,1.12802,1.12157,1.12647,282
2024-01-02T07:00:00Z,1.12647,1.12846,1.12303,1.12481,300
2024-01-02T08:00:00Z,1.12481,1.12679,1.12248,1.12446,248
2024-01-02T09:00:00Z,1.12446,1.12563,1.12351,1.12520,121
2024-01-02T10:00:00Z,1.12520,1.12892,1.12418,1.12792,375
2024-01-02T11:00:00Z,1.12792,1.13090,1.12697,1.13040,325
2024-01-02T12:00:00Z,1.13040,1.13284,1.12917,1.13129,256
2024-01-02T13:00:00Z,1.13129,1.13235,1.12588,1.12745,299
2024-01-02T14:00:00Z,1.12745,1.12830,1.12662,1.12719,350
2024-01-02T15:00:00Z,1.12719,1.12859,1.12464,1.12537,201
2024-01-02T16:00:00Z,1.12537,1.12664,1.12357,1.12583,342
2024-01-02T17:00:00Z,1.12583,1.12678,1.12329,1.12473,373
2024-01-02T18:00:00Z,1.12473,1.12538,1.12290,1.12428,216
2024-01-02T19:00:00Z,1.12428,1.12636,1.12288,1.12554,244
2024-01-02T20:00:00Z,1.12554,1.12751,1.12328,1.12374,306
2024-01-02T21:00:00Z,1.12374,1.12626,1.12255,1.12513,259
2024-01-02T22:00:00Z,1.12513,1.12573,1.12286,1.12440,364
2024-01-02T23:00:00Z,1.12440,1.12485,1.12190,1.12238,108
2024-01-03T00:00:00Z,1.12238,1.12362,1.12046,1.12203,471
2024-01-03T01:00:00Z,1.12203,1.12358,1.12105,1.12187,297
2024-01-03T02:00:00Z,1.12187,1.12371,1.12044,1.12109,412
2024-01-03T03:00:00Z,1.12109,1.12300,1.12024,1.12095,435
2024-01-03T04:00:00Z,1.12095,1.12200,1.11864,1.11927,498
2024-01-03T05:00:00Z,1.11927,1.12106,1.11661,1.11771,241
2024-01-03T06:00:00Z,1.11771,1.11928,1.11583,1.11741,280
2024-01-03T07:00:00Z,1.11741,1.12060,1.11584,1.11974,401
2024-01-03T08:00:00Z,1.11974,1.12139,1.11664,1.11810,158
2024-01-03T09:00:00Z,1.11810,1.11885,1.11700,1.11792,372
2024-01-03T10:00:00Z,1.11792,1.12020,1.11732,1.11922,178
2024-01-03T11:00:00Z,1.11922,1.12110,1.11876,1.12004,157
2024-01-03T12:00:00Z,1.12004,1.12117,1.11888,1.11990,486
2024-01-03T13:00:00Z,1.11990,1.12108,1.11896,1.11961,311
2024-01-03T14:00:00Z,1.11961,1.12070,1.11771,1.11905,253
2024-01-03T15:00:00Z,1.11905,1.12003,1.11793,1.11833,187
2024-01-03T16:00:00Z,1.11833,1.12066,1.11706,1.11989,400
2024-01-03T17:00:00Z,1.11989,1.12437,1.11808,1.12280,287
2024-01-03T18:00:00Z,1.12280,1.12359,1.12131,1.12263,282
2024-01-03T19:00:00Z,1.12263,1.12377,1.12130,1.12273,164
2024-01-03T20:00:00Z,1.12273,1.12350,1.12153,1.12241,138
2024-01-03T21:00:00Z,1.12241,1.12420,1.12091,1.12200,266
2024-01-03T22:00:00Z,1.12200,1.12358,1.12067,1.12186,372
2024-01-03T23:00:00Z,1.12186,1.12272,1.12013,1.12127,219
2024-01-04T00:00:00Z,1.12127,1.12243,1.11987,1.12144,279
2024-01-04T01:00:00Z,1.12144,1.12271,1.11959,1.12141,213
2024-01-04T02:00:00Z,1.12141,1.12315,1.11886,1.12030,432
2024-01-04T03:00:00Z,1.12030,1.12152,1.11847,1.11969,458
2024-01-04T04:00:00Z,1.11969,1.12064,1.11714,1.11783,346
2024-01-04T05:00:00Z,1.11783,1.11950,1.11437,1.11571,316
2024-01-04T06:00:00Z,1.11571,1.11692,1.11520,1.11584,356
2024-01-04T07:00:00Z,1.11584,1.11729,1.11200,1.11365,481
2024-01-04T08:00:00Z,1.11365,1.11512,1.11289,1.11370,415
2024-01-04T09:00:00Z,1.11370,1.11661,1.11228,1.11465,189
2024-01-04T10:00:00Z,1.11465,1.11825,1.11390,1.11663,163
2024-01-04T11:00:00Z,1.11663,1.11790,1.11523,1.11618,426
2024-01-04T12:00:00Z,1.11618,1.11813,1.11514,1.11563,341
2024-01-04T13:00:00Z,1.11563,1.11825,1.11469,1.11658,204
2024-01-04T14:00:00Z,1.11658,1.11789,1.11593,1.11682,142
2024-01-04T15:00:00Z,1.11682,1.11787,1.11586,1.11653,487
2024-01-04T16:00:00Z,1.11653,1.11808,1.11277,1.11462,358
2024-01-04T17:00:00Z,1.11462,1.11883,1.11264,1.11773,394
2024-01-04T18:00:00Z,1.11773,1.12210,1.11692,1.12033,336
2024-01-04T19:00:00Z,1.12033,1.12153,1.11844,1.11917,326
