time,open,high,low,close,volume
2024-01-01T00:00:00Z,150.06296,150.17357,150.01444,150.06296,446
2024-01-01T04:00:00Z,150.06296,150.25790,150.03514,150.16302,381
2024-01-01T08:00:00Z,150.16302,150.39135,150.05817,150.27471,358
2024-01-01T12:00:00Z,150.27471,150.38402,150.20754,150.26417,427
2024-01-01T16:00:00Z,150.26417,150.38468,150.23578,150.30046,470
2024-01-01T20:00:00Z,150.30046,150.34461,150.26480,150.30576,380
2024-01-02T00:00:00Z,150.30576,150.42526,150.10146,150.16455,139
2024-01-02T04:00:00Z,150.16455,150.28814,150.13542,150.19193,190
2024-01-02T08:00:00Z,150.19193,150.41918,150.10084,150.32570,195
2024-01-02T12:00:00Z,150.32570,150.45146,150.23231,150.36870,470
2024-01-02T16:00:00Z,150.36870,150.47755,150.32200,150.37500,140
2024-01-02T20:00:00Z,150.37500,150.41694,150.26967,150.31532,487
2024-01-03T00:00:00Z,150.31532,150.37141,150.17378,150.28886,303
2024-01-03T04:00:00Z,150.28886,150.48291,150.19837,150.36540,482
2024-01-03T08:00:00Z,150.36540,150.47840,150.33375,150.38514,300
2024-01-03T12:00:00Z,150.38514,150.49890,150.28322,150.31868,452
2024-01-03T16:00:00Z,150.31868,150.44527,150.21207,150.37873,359
2024-01-03T20:00:00Z,150.37873,150.43556,150.34002,150.36634,219
2024-01-04T00:00:00Z,150.36634,150.46114,150.26263,150.41373,372
2024-01-04T04:00:00Z,150.41373,150.55086,150.30722,150.46239,144
2024-01-04T08:00:00Z,150.46239,150.60609,150.36553,150.56908,252
2024-01-04T12:00:00Z,150.56908,150.63747,150.48744,150.59386,334
2024-01-04T16:00:00Z,150.59386,150.72163,150.54362,150.64844,191
2024-01-04T20:00:00Z,150.64844,150.80858,150.56530,150.68918,112
2024-01-05T00:00:00Z,150.68918,150.74939,150.56569,150.68400,376
2024-01-05T04:00:00Z,150.68400,150.73132,150.53636,150.60481,379
2024-01-05T08:00:00Z,150.60481,150.63030,150.51260,150.58769,177
2024-01-05T12:00:00Z,150.58769,150.73319,150.53215,150.63408,175
2024-01-05T16:00:00Z,150.63408,150.80688,150.56022,150.69636,153
2024-01-05T20:00:00Z,150.69636,150.74441,150.57868,150.66070,440
2024-01-06T00:00:00Z,150.66070,150.77658,150.53913,150.62624,399
2024-01-06T04:00:00Z,150.62624,150.87928,150.57943,150.77210,427
2024-01-06T08:00:00Z,150.77210,150.91737,150.66535,150.80822,498
2024-01-06T12:00:00Z,150.80822,150.89678,150.71560,150.78318,284
2024-01-06T16:00:00Z,150.78318,150.89069,150.62871,150.74058,392
2024-01-06T20:00:00Z,150.74058,150.78249,150.54333,150.60108,244
2024-01-07T00:00:00Z,150.60108,150.88787,150.50834,150.82927,482
2024-01-07T04:00:00Z,150.82927,150.88463,150.68955,150.79147,350
2024-01-07T08:00:00Z,150.79147,150.82085,150.56597,150.66731,463
2024-01-07T12:00:00Z,150.66731,150.74361,150.53975,150.64950,321
2024-01-07T16:00:00Z,150.64950,150.83852,150.53607,150.77183,465
2024-01-07T20:00:00Z,150.77183,150.93571,150.74234,150.81752,241
2024-01-08T00:00:00Z,150.81752,150.91420,150.64761,150.72778,270
2024-01-08T04:00:00Z,150.72778,150.77185,150.63172,150.67187,388
2024-01-08T08:00:00Z,150.67187,150.78306,150.55997,150.61730,418
2024-01-08T12:00:00Z,150.61730,150.82481,150.52340,150.74652,409
2024-01-08T16:00:00Z,150.74652,150.91330,150.66642,150.83866,388
2024-01-08T20:00:00Z,150.83866,150.88075,150.71238,150.81880,264
2024-01-09T00:00:00Z,150.81880,150.94131,150.69982,150.83527,270
2024-01-09T04:00:00Z,150.83527,151.06093,150.72040,150.95525,472
2024-01-09T08:00:00Z,150.95525,151.16985,150.83902,151.06290,427
2024-01-09T12:00:00Z,151.06290,151.12943,150.98780,151.04010,198
2024-01-09T16:00:00Z,151.04010,151.16661,151.01028,151.09318,494
2024-01-09T20:00:00Z,151.09318,151.26529,150.98215,151.23453,496
2024-01-10T00:00:00Z,151.23453,151.30525,151.20958,151.24589,443
2024-01-10T04:00:00Z,151.24589,151.34306,151.13364,151.17003,264
2024-01-10T08:00:00Z,151.17003,151.20138,151.11692,151.16145,404
2024-01-10T12:00:00Z,151.16145,151.23512,151.07319,151.13106,345
2024-01-10T16:00:00Z,151.13106,151.27049,151.08943,151.18213,135
2024-01-10T20:00:00Z,151.18213,151.28507,151.02982,151.12940,441
2024-01-11T00:00:00Z,151.12940,151.17457,151.04489,151.14623,389
2024-01-11T04:00:00Z,151.14623,151.19040,151.05836,151.14836,146
2024-01-11T08:00:00Z,151.14836,151.24633,151.05904,151.16409,344
2024-01-11T12:00:00Z,151.16409,151.22332,151.03713,151.06681,454
2024-01-11T16:00:00Z,151.06681,151.26486,150.95485,151.16395,480
2024-01-11T20:00:00Z,151.16395,151.28461,151.11302,151.21336,350
2024-01-12T00:00:00Z,151.21336,151.30506,151.18084,151.25883,433
2024-01-12T04:00:00Z,151.25883,151.31147,151.16077,151.23637,214
2024-01-12T08:00:00Z,151.23637,151.40668,151.19555,151.37212,167
2024-01-12T12:00:00Z,151.37212,151.53342,151.26905,151.49819,266
2024-01-12T16:00:00Z,151.49819,151.52575,151.44758,151.47484,286
2024-01-12T20:00:00Z,151.47484,151.54469,151.34734,151.45806,251
2024-01-13T00:00:00Z,151.45806,151.57237,151.25494,151.37455,203
2024-01-13T04:00:00Z,151.37455,151.44844,151.16951,151.23723,126
2024-01-13T08:00:00Z,151.23723,151.35653,151.18570,151.24874,430
2024-01-13T12:00:00Z,151.24874,151.44280,151.18694,151.40045,292
2024-01-13T16:00:00Z,151.40045,151.44488,151.29826,151.40240,128
2024-01-13T20:00:00Z,151.40240,151.49066,151.30728,151.46095,140
2024-01-14T00:00:00Z,151.46095,151.55705,151.29365,151.33585,416
2024-01-14T04:00:00Z,151.33585,151.51828,151.30115,151.43133,277
2024-01-14T08:00:00Z,151.43133,151.53745,151.17068,151.21472,160
2024-01-14T12:00:00Z,151.21472,151.30055,151.05845,151.16333,189
2024-01-14T16:00:00Z,151.16333,151.36477,151.09806,151.32999,114
2024-01-14T20:00:00Z,151.32999,151.58463,151.27048,151.48852,224
2024-01-15T00:00:00Z,151.48852,151.59640,151.35507,151.43156,416
2024-01-15T04:00:00Z,151.43156,151.54179,151.35306,151.39250,239
2024-01-15T08:00:00Z,151.39250,151.46426,151.35460,151.39680,202
2024-01-15T12:00:00Z,151.39680,151.54960,151.32567,151.43936,355
2024-01-15T16:00:00Z,151.43936,151.56165,151.41306,151.45088,320
2024-01-15T20:00:00Z,151.45088,151.50067,151.33761,151.47144,386
2024-01-16T00:00:00Z,151.47144,151.52379,151.34388,151.41830,390
2024-01-16T04:00:00Z,151.41830,151.54751,151.32077,151.50517,238
2024-01-16T08:00:00Z,151.50517,151.61872,151.43553,151.53462,222
2024-01-16T12:00:00Z,151.53462,151.65360,151.46942,151.54039,133
2024-01-16T16:00:00Z,151.54039,151.77910,151.43167,151.70246,231
2024-01-16T20:00:00Z,151.70246,151.88905,151.59711,151.81478,241
2024-01-17T00:00:00Z,151.81478,151.87725,151.73685,151.78301,339
2024-01-17T04:00:00Z,151.78301,151.84354,151.65568,151.72309,468
2024-01-17T08:00:00Z,151.72309,151.79114,151.62015,151.69048,151
2024-01-17T12:00:00Z,151.69048,151.79994,151.57795,151.71250,278
2024-01-17T16:00:00Z,151.71250,151.83978,151.60524,151.77782,168
2024-01-17T20:00:00Z,151.77782,151.91708,151.72263,151.82585,435
2024-01-18T00:00:00Z,151.82585,152.04298,151.75397,152.00079,113
2024-01-18T04:00:00Z,152.00079,152.13045,151.91102,152.04307,134
2024-01-18T08:00:00Z,152.04307,152.11908,151.89977,151.98194,353
2024-01-18T12:00:00Z,151.98194,152.20465,151.86648,152.15613,271
2024-01-18T16:00:00Z,152.15613,152.25178,151.96192,152.07059,116
2024-01-18T20:00:00Z,152.07059,152.17470,152.04377,152.10815,221
2024-01-19T00:00:00Z,152.10815,152.18645,152.00261,152.11603,163
2024-01-19T04:00:00Z,152.11603,152.33249,152.00028,152.24593,359
2024-01-19T08:00:00Z,152.24593,152.41354,152.20689,152.38031,419
2024-01-19T12:00:00Z,152.38031,152.64846,152.28419,152.58535,417
2024-01-19T16:00:00Z,152.58535,152.68513,152.39667,152.46524,223
2024-01-19T20:00:00Z,152.46524,152.52721,152.16044,152.27164,185
2024-01-20T00:00:00Z,152.27164,152.34729,152.15477,152.19547,467
2024-01-20T04:00:00Z,152.19547,152.28476,152.04375,152.12033,174
2024-01-20T08:00:00Z,152.12033,152.18457,152.00298,152.13424,211
2024-01-20T12:00:00Z,152.13424,152.29453,152.03841,152.19368,405
2024-01-20T16:00:00Z,152.19368,152.35047,152.08855,152.26724,126
2024-01-20T20:00:00Z,152.26724,152.40900,152.16245,152.31221,104
2024-01-21T00:00:00Z,152.31221,152.47045,152.25992,152.36224,469
2024-01-21T04:00:00Z,152.36224,152.44004,152.26630,152.37046,251
2024-01-21T08:00:00Z,152.37046,152.49898,152.29031,152.42602,185
2024-01-21T12:00:00Z,152.42602,152.50939,152.30777,152.36160,379
2024-01-21T16:00:00Z,152.36160,152.41637,152.32349,152.38777,293
2024-01-21T20:00:00Z,152.38777,152.54864,152.29969,152.48600,100
2024-01-22T00:00:00Z,152.48600,152.59316,152.38642,152.55978,322
2024-01-22T04:00:00Z,152.55978,152.65780,152.49194,152.62615,328
2024-01-22T08:00:00Z,152.62615,152.73016,152.45265,152.50281,348
2024-01-22T12:00:00Z,152.50281,152.64444,152.46886,152.54885,181
2024-01-22T16:00:00Z,152.54885,152.59754,152.43349,152.53707,288
2024-01-22T20:00:00Z,152.53707,152.57810,152.41992,152.52118,411
2024-01-23T00:00:00Z,152.52118,152.73385,152.49136,152.62988,122
2024-01-23T04:00:00Z,152.62988,152.68044,152.50858,152.62429,266
2024-01-23T08:00:00Z,152.62429,152.69077,152.58161,152.65170,350
2024-01-23T12:00:00Z,152.65170,152.73523,152.55083,152.66122,345
2024-01-23T16:00:00Z,152.66122,152.79721,152.59394,152.70156,378
2024-01-23T20:00:00Z,152.70156,152.83904,152.60788,152.75715,473
2024-01-24T00:00:00Z,152.75715,152.89349,152.69834,152.84598,251
2024-01-24T04:00:00Z,152.84598,152.89107,152.78879,152.84686,247
2024-01-24T08:00:00Z,152.84686,152.98982,152.78942,152.91989,131
2024-01-24T12:00:00Z,152.91989,153.05713,152.87923,152.95881,485
2024-01-24T16:00:00Z,152.95881,153.06033,152.84929,153.01158,466
2024-01-24T20:00:00Z,153.01158,153.15554,152.91098,153.09377,427
2024-01-25T00:00:00Z,153.09377,153.35810,153.00054,153.31647,136
2024-01-25T04:00:00Z,153.31647,153.40062,153.27199,153.30311,219
2024-01-25T08:00:00Z,153.30311,153.52478,153.23781,153.40643,372
2024-01-25T12:00:00Z,153.40643,153.51706,153.29345,153.35028,151
2024-01-25T16:00:00Z,153.35028,153.45357,153.26441,153.41941,200
2024-01-25T20:00:00Z,153.41941,153.52964,153.27780,153.39742,479
2024-01-26T00:00:00Z,153.39742,153.54618,153.32385,153.46873,380
2024-01-26T04:00:00Z,153.46873,153.67166,153.39826,153.63433,157
2024-01-26T08:00:00Z,153.63433,153.73505,153.50719,153.62268,469
2024-01-26T12:00:00Z,153.62268,153.71558,153.53630,153.67643,435
2024-01-26T16:00:00Z,153.67643,153.87019,153.56361,153.75050,424
2024-01-26T20:00:00Z,153.75050,153.92516,153.65512,153.81486,257
2024-01-27T00:00:00Z,153.81486,153.99831,153.70646,153.93238,381
2024-01-27T04:00:00Z,153.93238,154.02259,153.82974,153.89718,373
2024-01-27T08:00:00Z,153.89718,154.11180,153.77966,154.03182,282
2024-01-27T12:00:00Z,154.03182,154.15195,153.94219,154.11828,351
2024-01-27T16:00:00Z,154.11828,154.16772,153.97579,154.08623,470
2024-01-27T20:00:00Z,154.08623,154.17299,154.03120,154.11492,436
2024-01-28T00:00:00Z,154.11492,154.25279,154.08779,154.17939,216
2024-01-28T04:00:00Z,154.17939,154.37883,154.14179,154.32339,366
2024-01-28T08:00:00Z,154.32339,154.49679,154.22011,154.42054,344
2024-01-28T12:00:00Z,154.42054,154.49385,154.30446,154.38679,170
2024-01-28T16:00:00Z,154.38679,154.52126,154.31328,154.41915,478
2024-01-28T20:00:00Z,154.41915,154.51680,154.23744,154.31770,194
2024-01-29T00:00:00Z,154.31770,154.35764,154.18432,154.23439,457
2024-01-29T04:00:00Z,154.23439,154.28550,154.16359,154.23046,238
2024-01-29T08:00:00Z,154.23046,154.32205,154.11336,154.26391,159
2024-01-29T12:00:00Z,154.26391,154.31957,154.14880,154.23299,329
2024-01-29T16:00:00Z,154.23299,154.33854,154.13032,154.19603,152
2024-01-29T20:00:00Z,154.19603,154.28556,154.06436,154.16358,324
2024-01-30T00:00:00Z,154.16358,154.29507,154.06906,154.23533,309
2024-01-30T04:00:00Z,154.23533,154.41743,154.18987,154.31926,348
2024-01-30T08:00:00Z,154.31926,154.36630,154.17130,154.27094,188
2024-01-30T12:00:00Z,154.27094,154.30396,154.19527,154.27996,236
2024-01-30T16:00:00Z,154.27996,154.53432,154.18111,154.41894,321
2024-01-30T20:00:00Z,154.41894,154.45509,154.34543,154.38726,223
2024-01-31T00:00:00Z,154.38726,154.49009,154.26553,154.36725,225
2024-01-31T04:00:00Z,154.36725,154.46634,154.31331,154.43951,270
2024-01-31T08:00:00Z,154.43951,154.68089,154.40756,154.58782,100
2024-01-31T12:00:00Z,154.58782,154.77528,154.54840,154.67743,182
2024-01-31T16:00:00Z,154.67743,154.80553,154.59804,154.74189,425
2024-01-31T20:00:00Z,154.74189,154.88662,154.69753,154.81757,250
2024-02-01T00:00:00Z,154.81757,155.04302,154.71394,154.92907,338
2024-02-01T04:00:00Z,154.92907,154.96118,154.80597,154.91403,361
2024-02-01T08:00:00Z,154.91403,155.10745,154.87057,154.99735,408
2024-02-01T12:00:00Z,154.99735,155.09045,154.93917,154.98434,449
2024-02-01T16:00:00Z,154.98434,155.07185,154.86373,154.98198,127
2024-02-01T20:00:00Z,154.98198,155.13615,154.90968,155.03925,270
2024-02-02T00:00:00Z,155.03925,155.06751,154.97845,155.02828,296
2024-02-02T04:00:00Z,155.02828,155.16855,155.00158,155.12797,140
2024-02-02T08:00:00Z,155.12797,155.20518,154.98498,155.04698,306
2024-02-02T12:00:00Z,155.04698,155.15745,154.96791,155.05624,110
2024-02-02T16:00:00Z,155.05624,155.12365,155.02764,155.07469,294
2024-02-02T20:00:00Z,155.07469,155.19333,154.98879,155.07603,260
2024-02-03T00:00:00Z,155.07603,155.28206,155.03168,155.17277,472
2024-02-03T04:00:00Z,155.17277,155.32357,155.06577,155.24861,332
2024-02-03T08:00:00Z,155.24861,155.39066,155.19404,155.34746,441
2024-02-03T12:00:00Z,155.34746,155.39550,155.28188,155.34513,253
2024-02-03T16:00:00Z,155.34513,155.43572,155.16799,155.23522,418
2024-02-03T20:00:00Z,155.23522,155.30444,155.10750,155.21857,431
2024-02-04T00:00:00Z,155.21857,155.39022,155.14384,155.34919,390
2024-02-04T04:00:00Z,155.34919,155.45487,155.26435,155.39759,209
2024-02-04T08:00:00Z,155.39759,155.50464,155.29890,155.33144,197
2024-02-04T12:00:00Z,155.33144,155.36380,155.18319,155.26395,188
2024-02-04T16:00:00Z,155.26395,155.37497,155.17082,155.26377,151
2024-02-04T20:00:00Z,155.26377,155.37518,155.10505,155.16818,427
2024-02-05T00:00:00Z,155.16818,155.29381,155.05273,155.19386,311
2024-02-05T04:00:00Z,155.19386,155.38518,155.13667,155.32095,241
2024-02-05T08:00:00Z,155.32095,155.37211,155.28071,155.33146,171
2024-02-05T12:00:00Z,155.33146,155.62880,155.24881,155.51357,327
2024-02-05T16:00:00Z,155.51357,155.57147,155.38536,155.48887,175
2024-02-05T20:00:00Z,155.48887,155.60951,155.41302,155.51450,180
2024-02-06T00:00:00Z,155.51450,155.62271,155.32177,155.43614,182
2024-02-06T04:00:00Z,155.43614,155.55210,155.35291,155.46258,261
2024-02-06T08:00:00Z,155.46258,155.54020,155.37467,155.47515,307
2024-02-06T12:00:00Z,155.47515,155.51498,155.39235,155.46571,177
2024-02-06T16:00:00Z,155.46571,155.61718,155.40190,155.57215,235
2024-02-06T20:00:00Z,155.57215,155.60459,155.45088,155.56591,406
2024-02-07T00:00:00Z,155.56591,155.68985,155.52229,155.61305,216
2024-02-07T04:00:00Z,155.61305,155.85618,155.53768,155.73840,130
2024-02-07T08:00:00Z,155.73840,155.86341,155.63471,155.78101,389
2024-02-07T12:00:00Z,155.78101,155.95689,155.67725,155.87030,304
2024-02-07T16:00:00Z,155.87030,155.94417,155.77029,155.88629,368
2024-02-07T20:00:00Z,155.88629,156.04096,155.83081,155.92857,323
