time,open,high,low,close,volume
2024-01-01T00:00:00Z,1.10210,1.10297,1.10113,1.10210,400
2024-01-01T04:00:00Z,1.10210,1.10345,1.09927,1.10044,376
2024-01-01T08:00:00Z,1.10044,1.10139,1.09842,1.09993,169
2024-01-01T12:00:00Z,1.09993,1.10106,1.09799,1.09888,297
2024-01-01T16:00:00Z,1.09888,1.09982,1.09681,1.09872,217
2024-01-01T20:00:00Z,1.09872,1.09993,1.09542,1.09709,160
2024-01-02T00:00:00Z,1.09709,1.09875,1.09411,1.09600,149
2024-01-02T04:00:00Z,1.09600,1.10128,1.09405,1.09942,100
2024-01-02T08:00:00Z,1.09942,1.10092,1.09781,1.09881,388
2024-01-02T12:00:00Z,1.09881,1.10130,1.09710,1.09998,362
2024-01-02T16:00:00Z,1.09998,1.10128,1.09835,1.09971,417
2024-01-02T20:00:00Z,1.09971,1.10044,1.09780,1.09866,423
2024-01-03T00:00:00Z,1.09866,1.09928,1.09648,1.09781,238
2024-01-03T04:00:00Z,1.09781,1.10167,1.09646,1.10008,253
2024-01-03T08:00:00Z,1.10008,1.10284,1.09945,1.10108,268
2024-01-03T12:00:00Z,1.10108,1.10307,1.10013,1.10134,150
2024-01-03T16:00:00Z,1.10134,1.10210,1.09809,1.09882,220
2024-01-03T20:00:00Z,1.09882,1.10054,1.09583,1.09652,281
2024-01-04T00:00:00Z,1.09652,1.09692,1.09292,1.09470,205
2024-01-04T04:00:00Z,1.09470,1.09596,1.09287,1.09462,265
2024-01-04T08:00:00Z,1.09462,1.09587,1.09283,1.09483,277
2024-01-04T12:00:00Z,1.09483,1.09608,1.09439,1.09514,319
2024-01-04T16:00:00Z,1.09514,1.09736,1.09419,1.09674,389
2024-01-04T20:00:00Z,1.09674,1.09915,1.09588,1.09730,369
2024-01-05T00:00:00Z,1.09730,1.09870,1.09617,1.09773,180
2024-01-05T04:00:00Z,1.09773,1.09954,1.09662,1.09725,464
2024-01-05T08:00:00Z,1.09725,1.09778,1.09484,1.09582,185
2024-01-05T12:00:00Z,1.09582,1.09725,1.09432,1.09496,109
2024-01-05T16:00:00Z,1.09496,1.09668,1.09132,1.09283,333
2024-01-05T20:00:00Z,1.09283,1.09574,1.09155,1.09402,298
2024-01-06T00:00:00Z,1.09402,1.09606,1.09255,1.09511,253
2024-01-06T04:00:00Z,1.09511,1.09874,1.09349,1.09701,119
2024-01-06T08:00:00Z,1.09701,1.09791,1.09640,1.09692,482
2024-01-06T12:00:00Z,1.09692,1.10020,1.09539,1.09822,234
2024-01-06T16:00:00Z,1.09822,1.09879,1.09620,1.09772,195
2024-01-06T20:00:00Z,1.09772,1.09990,1.09612,1.09931,178
2024-01-07T00:00:00Z,1.09931,1.10143,1.09816,1.09957,407
2024-01-07T04:00:00Z,1.09957,1.10162,1.09902,1.10022,372
2024-01-07T08:00:00Z,1.10022,1.10085,1.09859,1.10005,210
2024-01-07T12:00:00Z,1.10005,1.10576,1.09845,1.10408,397
2024-01-07T16:00:00Z,1.10408,1.10512,1.10241,1.10431,228
2024-01-07T20:00:00Z,1.10431,1.10542,1.10240,1.10417,213
2024-01-08T00:00:00Z,1.10417,1.10642,1.10233,1.10548,443
2024-01-08T04:00:00Z,1.10548,1.10794,1.10455,1.10612,487
2024-01-08T08:00:00Z,1.10612,1.10815,1.10441,1.10693,379
2024-01-08T12:00:00Z,1.10693,1.10826,1.10543,1.10623,150
2024-01-08T16:00:00Z,1.10623,1.10777,1.10529,1.10647,498
2024-01-08T20:00:00Z,1.10647,1.10875,1.10591,1.10775,160
2024-01-09T00:00:00Z,1.10775,1.10913,1.10644,1.10723,176
2024-01-09T04:00:00Z,1.10723,1.10886,1.10550,1.10795,375
2024-01-09T08:00:00Z,1.10795,1.10845,1.10495,1.10691,105
2024-01-09T12:00:00Z,1.10691,1.10803,1.10600,1.10718,257
2024-01-09T16:00:00Z,1.10718,1.10810,1.10465,1.10549,281
2024-01-09T20:00:00Z,1.10549,1.10688,1.10499,1.10614,412
2024-01-10T00:00:00Z,1.10614,1.10780,1.10519,1.10704,172
2024-01-10T04:00:00Z,1.10704,1.10892,1.10384,1.10523,258
2024-01-10T08:00:00Z,1.10523,1.10657,1.10432,1.10582,180
2024-01-10T12:00:00Z,1.10582,1.10892,1.10396,1.10710,481
2024-01-10T16:00:00Z,1.10710,1.10829,1.10661,1.10782,259
2024-01-10T20:00:00Z,1.10782,1.10972,1.10699,1.10906,500
2024-01-11T00:00:00Z,1.10906,1.11005,1.10807,1.10895,478
2024-01-11T04:00:00Z,1.10895,1.11055,1.10620,1.10818,331
2024-01-11T08:00:00Z,1.10818,1.10887,1.10500,1.10682,173
2024-01-11T12:00:00Z,1.10682,1.10882,1.10539,1.10656,404
2024-01-11T16:00:00Z,1.10656,1.10801,1.10463,1.10614,486
2024-01-11T20:00:00Z,1.10614,1.10670,1.10346,1.10546,398
